filename,tile_id,mse
tile_08662_mse_0.003133.png,8662,0.003133
tile_14260_mse_0.003130.png,14260,0.00313
tile_56060_mse_0.003126.png,56060,0.003126
tile_02782_mse_0.003125.png,2782,0.003125
tile_39676_mse_0.003123.png,39676,0.003123
tile_57028_mse_0.003118.png,57028,0.003118
tile_48194_mse_0.003116.png,48194,0.003116
tile_28384_mse_0.003116.png,28384,0.003116
tile_37950_mse_0.003111.png,37950,0.003111
tile_10291_mse_0.003111.png,10291,0.003111
tile_26270_mse_0.003111.png,26270,0.003111
tile_17350_mse_0.003109.png,17350,0.003109
tile_39319_mse_0.003109.png,39319,0.003109
tile_24824_mse_0.003106.png,24824,0.003106
tile_09077_mse_0.003104.png,9077,0.003104
tile_12087_mse_0.003091.png,12087,0.003091
tile_46612_mse_0.003091.png,46612,0.003091
tile_46626_mse_0.003089.png,46626,0.003089
tile_16580_mse_0.003088.png,16580,0.003088
tile_43912_mse_0.003088.png,43912,0.003088
tile_43695_mse_0.003088.png,43695,0.003088
tile_51429_mse_0.003084.png,51429,0.003084
tile_27811_mse_0.003079.png,27811,0.003079
tile_14556_mse_0.003076.png,14556,0.003076
tile_11657_mse_0.003072.png,11657,0.003072
tile_46630_mse_0.003071.png,46630,0.003071
tile_04876_mse_0.003056.png,4876,0.003056
tile_69965_mse_0.003055.png,69965,0.003055
tile_47464_mse_0.003050.png,47464,0.00305
tile_31675_mse_0.003049.png,31675,0.003049
tile_44172_mse_0.003045.png,44172,0.003045
tile_40760_mse_0.003045.png,40760,0.003045
